0,16.6
1,16.1
2,16.1
3,16.1
4,16.6
5,16.1
6,16.1
7,16.1
8,16.1
9,16.1
10,16.1
11,16.1
12,16.1
13,16.1
14,15.6
15,16.1
16,16.1
17,16.1
18,16.6
19,16.1
20,16.6
21,16.1
22,16.6
23,16.1
24,16.6
25,16.1
26,16.6
27,15.6
28,16.6
29,16.1
30,15.6
31,16.6
32,16.1
33,16.1
34,16.1
35,15.6
36,16.1
37,16.1
38,15.6
39,16.1
40,16.1
41,16.1
42,16.1
43,16.1
44,16.1
45,16.1
46,15.6
47,16.1
48,16.1
49,16.1
50,15.6
51,16.1
52,16.1
53,15.6
54,15.6
55,15.6
56,16.1
57,15.6
58,16.1
59,16.1
60,15.6
61,15.1
62,15.6
63,15.6
64,15.6
65,15.6
66,15.6
67,15.6
68,15.6
69,16.1
70,16.1
71,15.6
72,15.6
73,15.6
74,15.1
75,15.6
76,15.6
77,15.1
78,15.1
79,15.6
80,15.6
81,15.6
82,15.6
83,15.6
84,15.1
85,15.6
86,15.6
87,15.6
88,15.6
89,15.1
90,15.6
91,15.1
92,15.6
93,15.6
94,16.1
95,15.6
96,15.6
97,15.6
98,15.6
99,15.6
100,15.6
101,15.1
102,15.6
103,15.6
104,15.6
105,15.6
106,15.6
107,15.6
108,15.1
109,15.1
110,15.6
111,15.6
112,15.6
113,15.6
114,15.1
115,15.6
116,15.6
117,15.6
118,15.6
119,15.1
120,15.6
121,15.6
122,15.6
123,15.6
124,15.1
125,15.6
126,15.6
127,15.6
128,15.6
129,15.6
130,15.6
131,15.6
132,15.6
133,15.6
134,15.6
135,15.1
136,15.1
137,15.1
138,15.6
139,15.1
140,15.6
141,15.6
142,16.1
143,15.1
144,15.6
145,15.6
146,15.6
147,15.6
148,15.6
149,15.6
150,15.1
151,15.1
152,15.1
153,15.6
154,15.6
155,15.1
156,15.1
157,15.1
158,15.1
159,15.6
160,15.1
161,15.1
162,15.6
163,15.1
164,15.6
165,15.1
166,15.1
167,15.6
168,15.6
169,15.1
170,15.1
171,15.1
172,15.1
173,15.1
174,15.1
175,15.1
176,15.1
177,15.1
178,14.6
179,14.6
180,15.1
181,15.1
182,15.6
183,15.1
184,15.1
185,15.1
186,15.1
187,15.1
188,15.1
189,15.1
190,15.1
191,15.1
192,15.1
193,15.1
194,15.1
195,15.1
196,15.6
197,15.1
198,15.1
199,15.1
200,15.1
201,14.6
202,15.1
203,15.6
204,15.1
205,15.1
206,15.1
207,15.1
208,15.1
209,15.1
210,15.6
211,15.1
212,15.1
213,15.1
214,15.1
215,15.6
216,15.1
217,15.1
218,15.1
219,15.1
220,15.1
221,14.6
222,15.1
223,15.1
224,15.1
225,15.1
226,15.1
227,15.1
228,15.1
229,15.1
230,15.1
231,15.1
232,15.1
233,15.1
234,15.1
235,15.1
236,15.1
237,14.6
238,15.1
239,15.1
240,14.6
241,15.1
242,15.1
243,15.1
244,15.1
245,15.1
246,15.1
247,14.6
248,14.6
249,15.1
250,14.6
251,15.1
252,15.1
253,15.1
254,14.6
255,15.1
256,14.6
257,14.6
258,14.6
259,14.6
260,15.1
261,14.6
262,15.1
263,15.1
264,14.6
265,14.6
266,15.1
267,15.1
268,14.6
269,15.1
270,15.1
271,15.1
272,14.6
273,15.1
274,14.6
275,14.6
276,14.6
277,15.1
278,14.6
279,15.1
280,14.6
281,15.1
282,15.1
283,15.1
284,15.1
285,14.6
286,15.1
287,14.6
288,14.6
289,15.1
290,14.6
291,14.6
292,14.6
293,14.6
294,14.6
295,14.6
296,15.1
297,14.6
298,14.6
299,14.6
300,14.6
301,14.6
302,14.6
303,14.6
304,14.6
305,14.6
306,14.6
307,15.1
308,14.6
309,14.6
310,14.6
311,14.6
312,14.6
313,14.6
314,14.6
315,14.6
316,14.6
317,14.6
318,14.6
319,15.1
320,15.1
321,14.6
322,14.6
323,14.6
324,14.6
325,15.1
326,15.1
327,15.1
328,15.1
329,15.1
330,14.6
331,14.6
332,15.1
333,15.1
334,14.6
335,14.6
336,14.6
337,14.6
338,14.6
339,15.1
340,14.6
341,14.6
342,14.6
343,14.6
344,14.6
345,14.6
346,14.6
347,14.6
348,14.6
349,14.6
350,14.2
351,14.6
352,14.6
353,14.6
354,14.6
355,14.2
356,14.6
357,14.2
358,14.6
359,14.2
360,14.6
361,14.6
362,14.2
363,14.6
364,14.2
365,14.6
366,14.6
367,14.2
368,14.6
369,14.2
370,14.6
371,14.6
372,14.2
373,14.6
374,14.6
375,14.6
376,14.6
377,14.2
378,14.6
379,14.2
380,14.2
381,14.6
382,14.6
383,14.2
384,14.2
385,13.7
386,14.2
387,14.2
388,14.6
389,14.6
390,14.2
391,15.1
392,14.6
393,14.2
394,14.2
395,14.2
396,14.6
397,14.2
398,14.2
399,14.6
400,14.6
401,14.2
402,14.6
403,14.2
404,14.6
405,14.6
406,14.6
407,14.6
408,14.2
409,14.2
410,14.2
411,14.6
412,14.2
413,14.6
414,14.6
415,14.6
416,14.6
417,14.6
418,14.6
419,14.6
420,14.6
421,14.6
422,14.6
423,14.6
424,15.1
425,14.6
426,14.6
427,14.6
428,14.6
429,15.1
430,15.1
431,15.1
432,15.1
433,15.1
434,15.1
435,15.1
436,15.1
437,15.1
438,15.1
439,15.6
440,15.1
441,15.1
442,15.6
443,15.6
444,15.6
445,16.1
446,15.6
447,16.1
448,15.6
449,16.1
450,16.1
451,16.1
452,16.1
453,16.6
454,16.6
455,16.6
456,16.6
457,16.6
458,16.6
459,16.6
460,17.1
461,16.6
462,17.1
463,17.1
464,17.1
465,17.1
466,17.1
467,17.1
468,17.1
469,17.6
470,17.6
471,17.6
472,17.6
473,17.6
474,17.6
475,17.6
476,18.1
477,18.1
478,18.1
479,18.6
480,18.1
481,18.6
482,18.6
483,18.6
484,18.6
485,18.6
486,18.6
487,19.0
488,19.0
489,19.0
490,19.0
491,19.0
492,19.0
493,19.0
494,19.5
495,19.5
496,19.5
497,19.5
498,19.5
499,20.0
500,19.5
501,19.0
502,19.5
503,19.5
504,20.0
505,20.0
506,20.5
507,20.0
508,20.0
509,20.5
510,21.0
511,20.5
512,21.0
513,20.5
514,21.0
515,21.0
516,21.0
517,21.0
518,21.0
519,21.5
520,21.0
521,21.5
522,21.5
523,21.5
524,22.0
525,22.0
526,22.0
527,22.5
528,22.5
529,22.9
530,22.9
531,22.9
532,22.9
533,23.4
534,23.4
535,23.4
536,23.4
537,23.9
538,23.9
539,23.9
540,23.9
541,23.9
542,24.4
543,24.4
544,24.4
545,24.4
546,24.4
547,24.9
548,24.4
549,24.4
550,24.9
551,24.9
552,25.4
553,25.9
554,25.9
555,25.4
556,25.9
557,26.4
558,26.4
559,27.3
560,26.4
561,26.9
562,27.8
563,27.8
564,27.8
565,28.8
566,28.8
567,28.8
568,29.3
569,29.3
570,29.3
571,29.8
572,29.8
573,30.3
574,30.3
575,30.3
576,30.8
577,30.8
578,31.2
579,30.8
580,31.2
581,30.8
582,31.2
583,30.8
584,31.2
585,30.8
586,30.8
587,29.8
588,30.8
589,30.8
590,30.8
591,30.3
592,30.8
593,30.8
594,31.2
595,30.3
596,30.3
597,30.8
598,30.3
599,30.8
600,30.8
601,30.8
602,30.8
603,29.8
604,29.3
605,29.8
606,30.8
607,30.8
608,30.8
609,31.2
